average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
,,Charm Peddler,,,32,0,,charming prince
,,"Oona, Queen of the Fae",,,32,0,,oath of druids
,,Alabaster Wall,,,32,0,,all is dust
,,Charmed Griffin,,,32,0,,charming prince
,,Devout Witness,,,32,0,,devoted druid
,,Cho-Arrim Bruiser,,,32,0,,choke
,,Cho-Arrim Alchemist,,,32,0,,choke
,,Common Cause,,,32,0,,commandeer
,,Cho-Arrim Legate,,,32,0,,choke
,,Cornered Market,,,32,0,,corpse knight
,,Cho-Manno's Blessing,,,32,0,,choke
,,Fountain Watch,,,32,0,,founding the third path
,,Fresh Volunteers,,,32,0,,freed from the real
,,Honor the Fallen,,,32,0,,hope of ghirapur
,,Ignoble Soldier,,,32,0,,ignoble hierarch
,,Inviolability,,,32,0,,invasion of alara // awaken the maelstrom
,,Muzzle,,,32,0,,muddle the mixture
,,Jhovall Rider,,,32,0,,jace's defeat
,,Moonlit Wake,,,32,0,,moon-circuit hacker
,,Orim's Cure,,,32,0,,orim's chant
,,Jhovall Queen,,,32,0,,jace's defeat
,,Moment of Silence,,,32,0,,moat
,,Nightwind Glider,,,32,0,,night's whisper
,,Pious Warrior,,,32,0,,pick your poison
,,Ramosian Captain,,,32,0,,rampaging ferocidon
,,Ramosian Rally,,,32,0,,rampaging ferocidon
,,Renounce,,,32,0,,rending volley
,,Ramosian Sergeant,,,32,0,,rampaging ferocidon
,,Ramosian Commander,,,32,0,,rampaging ferocidon
,,Ramosian Lieutenant,,,32,0,,rampaging ferocidon
,,Reverent Mantra,,,32,0,,reverent silence
,,Revered Elder,,,32,0,,reverent silence
,,Rappelling Scouts,,,32,0,,rapid hybridization
,,Ramosian Sky Marshal,,,32,0,,rampaging ferocidon
,,Righteous Aura,,,32,0,,ricochet trap
,,Spiritual Focus,,,32,0,,spirit mantle
,,Security Detail,,,32,0,,"sea gate restoration // sea gate, reborn"
,,Wishmonger,,,32,0,,wish
,,Soothing Balm,,,32,0,,soaring thought-thief
,,Trap Runner,,,32,0,,tragic fall
,,Thermal Glider,,,32,0,,the book of exalted deeds
,,Tonic Peddler,,,32,0,,tolaria west
,,Aerial Caravan,,,32,0,,aether channeler
,,Righteous Indignation,,,32,0,,ricochet trap
,,Balloon Peddler,,,32,0,,bala ged recovery // bala ged sanctuary
,,Charisma,,,32,0,,charming prince
,,Buoyancy,,,32,0,,burgeoning
,,Chambered Nautilus,,,32,0,,champion of the parish
,,Customs Depot,,,32,0,,culling ritual
,,Chameleon Spirit,,,32,0,,champion of the parish
,,Blockade Runner,,,32,0,,blood artist
,,Darting Merfolk,,,32,0,,"daretti, ingenious iconoclast"
,,Diplomatic Escort,,,32,0,,diabolic intent
,,Embargo,,,32,0,,embercleave
,,Drake Hatchling,,,32,0,,dragon's claw
,,Diplomatic Immunity,,,32,0,,diabolic intent
,,High Seas,,,32,0,,high tide
,,Extravagant Spirit,,,32,0,,exhume
,,Glowing Anemone,,,32,0,,glowrider
,,Misstep,,,32,0,,mission briefing
,,Karn's Touch,,,32,0,,karn liberated
,,Indentured Djinn,,,32,0,,indatha triome
,,Overtaker,,,32,0,,overcharged amalgam
,,Port Inspector,,,32,0,,port town
,,Rishadan Brigand,,,32,0,,rishadan port
,,Rishadan Footpad,,,32,0,,rishadan port
,,Rishadan Cutpurse,,,32,0,,rishadan port
,,Sand Squid,,,32,0,,sanctifier en-vec
,,Sailmonger,,,32,0,,sail into the west
,,Saprazzan Heir,,,32,0,,sapphire medallion
,,Saprazzan Bailiff,,,32,0,,sapphire medallion
,,Saprazzan Breaker,,,32,0,,sapphire medallion
,,Saprazzan Legate,,,32,0,,sapphire medallion
,,Saprazzan Raider,,,32,0,,sapphire medallion
,,Shoving Match,,,32,0,,shock
,,Saprazzan Outrigger,,,32,0,,sapphire medallion
,,Squeeze,,,32,0,,"squee, dubious monarch"
,,Statecraft,,,32,0,,standstill
,,Thwart,,,32,0,,"thada adel, acquisitor"
,,Soothsaying,,,32,0,,soaring thought-thief
,,Tidal Bore,,,32,0,,tidehollow sculler
,,Stinging Barrier,,,32,0,,stifle
,,War Tax,,,32,0,,wargate
,,Waterfront Bouncer,,,32,0,,waterlogged grove
,,Timid Drake,,,32,0,,time spiral
,,Alley Grifters,,,32,0,,all is dust
,,Bog Smugglers,,,32,0,,boggart harbinger
,,Cateran Brute,,,32,0,,cataclysm
,,Cateran Enforcer,,,32,0,,cataclysm
,,Cackling Witch,,,32,0,,cabal coffers
,,Cateran Kidnappers,,,32,0,,cataclysm
,,Cateran Overlord,,,32,0,,cataclysm
,,Cateran Persuader,,,32,0,,cataclysm
,,Cateran Slaver,,,32,0,,cataclysm
,,Cateran Summons,,,32,0,,cataclysm
,,Corrupt Official,,,32,0,,corpse knight
,,Delraich,,,32,0,,delay
,,Deepwood Legate,,,32,0,,deep analysis
,,Extortion,,,32,0,,exhume
,,Forced March,,,32,0,,force of negation
,,Enslaved Horror,,,32,0,,ensnaring bridge
,,Instigator,,,32,0,,inspiring vantage
,,Haunted Crossroads,,,32,0,,haunted ridge
,,Intimidation,,,32,0,,"inti, seneschal of the sun"
,,Insubordination,,,32,0,,inspiring vantage
,,Liability,,,32,0,,library of alexandria
,,Maggot Therapy,,,32,0,,"magda, brazen outlaw"
,,Molting Harpy,,,32,0,,molten collapse
,,Misshapen Fiend,,,32,0,,mission briefing
,,Putrefaction,,,32,0,,putrid imp
,,Notorious Assassin,,,32,0,,not dead after all
,,Rouse,,,32,0,,robber of the rich
,,Pretender's Claim,,,32,0,,preordain
,,Rampart Crawler,,,32,0,,rampaging ferocidon
,,Quagmire Lamprey,,,32,0,,quest for the necropolis
266.8,34,unmask,B,9.07579787234,32,10,0.3125,
,,Silent Assassin,,,32,0,,silent clearing
269,34,vendetta,B,2.667885638298,32,3,0.0938,
,,Scandalmonger,,,32,0,,scab-clan berserker
,,Soul Channeling,,,32,0,,soul of windgrace
,,Specter's Wail,,,32,0,,specter's shriek
,,Skulking Fugitive,,,32,0,,skullclamp
,,Undertaker,,,32,0,,undercity sewers
,,Strongarm Thug,,,32,0,,strangle
,,Thrashing Wumpus,,,32,0,,thraben inspector
,,Blaster Mage,,,32,0,,blast zone
,,Blood Hound,,,32,0,,blood artist
,,Unnatural Hunger,,,32,0,,unburial rites
,,Wall of Distortion,,,32,0,,wall of roots
,,Brawl,,,32,0,,"braids, cabal minion"
,,Blood Oath,,,32,0,,blood artist
,,Cave Sense,,,32,0,,cave of the frost dragon
,,Cave-In,,,32,0,,cave of the frost dragon
,,Cavern Crawler,,,32,0,,cavern of souls
,,Ceremonial Guard,,,32,0,,ceremonious rejection
,,Crash,,,32,0,,crabomination
,,Crag Saurian,,,32,0,,cragcrown pathway // timbercrown pathway
,,Close Quarters,,,32,0,,clock of omens
,,Flailing Manticore,,,32,0,,flame blitz
,,Flaming Sword,,,32,0,,flame blitz
,,Flailing Ogre,,,32,0,,flame blitz
,,Flailing Soldier,,,32,0,,flame blitz
,,Furious Assault,,,32,0,,fury
,,Gerrard's Irregulars,,,32,0,,gerrard's hourglass pendant
,,Hammer Mage,,,32,0,,hall of storm giants
,,Kris Mage,,,32,0,,krark-clan ironworks
,,Hired Giant,,,32,0,,hibernation
,,Kyren Glider,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Lightning Hounds,,,32,0,,lightning helix
,,Lava Runner,,,32,0,,lava axe
,,Kyren Legate,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Lunge,,,32,0,,luminarch aspirant
,,Kyren Sniper,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Kyren Negotiations,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Magistrate's Veto,,,32,0,,"magda, brazen outlaw"
,,Pulverize,,,32,0,,punishing fire
,,Mercadia's Downfall,,,32,0,,merchant scroll
,,Puppet's Verdict,,,32,0,,punishing fire
,,Robber Fly,,,32,0,,robber of the rich
,,Territorial Dispute,,,32,0,,territorial kavu
,,Seismic Mage,,,32,0,,"sea gate restoration // sea gate, reborn"
,,Thunderclap,,,32,0,,thundering falls
,,Tectonic Break,,,32,0,,tear asunder
,,Volcanic Wind,,,32,0,,volcanic island
,,Uphill Battle,,,32,0,,upheaval
,,Warmonger,,,32,0,,wargate
,,Warpath,,,32,0,,warping wail
,,Wild Jhovall,,,32,0,,wild growth
,,Bifurcate,,,32,0,,bile blight
,,Caller of the Hunt,,,32,0,,call of the ring
,,Caustic Wasps,,,32,0,,caustic bronco
,,Briar Patch,,,32,0,,bribery
,,Dawnstrider,,,32,0,,dawnbringer cleric
,,Clear the Land,,,32,0,,clearwater pathway // murkwater pathway
,,Boa Constrictor,,,32,0,,boggart harbinger
,,Deepwood Elder,,,32,0,,deep analysis
,,Deepwood Drummer,,,32,0,,deep analysis
,,Deepwood Tantiv,,,32,0,,deep analysis
,,Ferocity,,,32,0,,fervor
,,Deepwood Wolverine,,,32,0,,deep analysis
,,Erithizon,,,32,0,,"erayo, soratami ascendant // erayo's essence"
,,Land Grant,,,32,0,,land tax
,,Game Preserve,,,32,0,,gamble
,,Ley Line,,,32,0,,leyline binding
,,Lumbering Satyr,,,32,0,,luminarch aspirant
,,Megatherium,,,32,0,,meddling mage
,,Pangosaur,,,32,0,,pack rat
,,Sacred Prey,,,32,0,,sacred foundry
,,Rushwood Elemental,,,32,0,,ruby medallion
,,Snake Pit,,,32,0,,snap
,,Saber Ants,,,32,0,,sacred foundry
,,Rushwood Legate,,,32,0,,ruby medallion
,,Silverglade Pathfinder,,,32,0,,silverblade paladin
,,Rushwood Herbalist,,,32,0,,ruby medallion
,,Snorting Gahr,,,32,0,,snow-covered island
,,Stamina,,,32,0,,standstill
,,Sustenance,,,32,0,,suspend
,,Spontaneous Generation,,,32,0,,spore frog
,,Tiger Claws,,,32,0,,tibalt's trickery
,,Vine Dryad,,,32,0,,vineglimmer snarl
,,Barbed Wire,,,32,0,,"baral, chief of compliance"
,,Vernal Equinox,,,32,0,,verdant catacombs
,,Assembly Hall,,,32,0,,assassin's trophy
,,Venomous Dragonfly,,,32,0,,vendetta
,,Credit Voucher,,,32,0,,creeping corrosion
,,Bargaining Table,,,32,0,,"baral, chief of compliance"
,,Crenellated Wall,,,32,0,,creeping corrosion
,,Eye of Ramos,,,32,0,,eye of ugin
,,Crumbling Sanctuary,,,32,0,,crucible of worlds
,,Crooked Scales,,,32,0,,crop rotation
,,Heart of Ramos,,,32,0,,headliner scarlett
,,General's Regalia,,,32,0,,generous plunderer
,,Horn of Plenty,,,32,0,,horizon canopy
,,Horn of Ramos,,,32,0,,horizon canopy
,,Iron Lance,,,32,0,,iron apprentice
,,Jeweled Torque,,,32,0,,jeweled amulet
,,Kyren Toy,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Kyren Archive,,,32,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Mercadian Atlas,,,32,0,,merchant scroll
,,Mercadian Lift,,,32,0,,merchant scroll
,,Panacea,,,32,0,,pack rat
,,Puffer Extract,,,32,0,,punishing fire
,,Rishadan Pawnshop,,,32,0,,rishadan port
,,Tooth of Ramos,,,32,0,,tooth and nail
,,Skull of Ramos,,,32,0,,skullclamp
,,Worry Beads,,,32,0,,worldly tutor
,,Fountain of Cho,,,32,0,,founding the third path
,,Toymaker,,,32,0,,tolaria west
,,Henge of Ramos,,,32,0,,hengegate pathway // mistgate pathway
,,Peat Bog,,,32,0,,peek
,,Mercadian Bazaar,,,32,0,,merchant scroll
,,Hickory Woodlot,,,32,0,,hibernation
,,Remote Farm,,,32,0,,remorseful cleric
,,Sandstone Needle,,,32,0,,sanctifier en-vec
,,Rushwood Grove,,,32,0,,ruby medallion
,,Saprazzan Cove,,,32,0,,sapphire medallion
,,Saprazzan Skerry,,,32,0,,sapphire medallion
,,Subterranean Hangar,,,32,0,,subtlety
,,"Brimaz, Blight of Oreskos",,,25,0,,"brimaz, king of oreskos"
,,"Bright-Palm, Soul Awakener",,,25,0,,brightclimb pathway // grimclimb pathway
,,Elenda and Azor,,,25,0,,electrickery
,,"Gimbal, Gremlin Prodigy",,,25,0,,gideon blackblade
,,Sidar Jabari of Zhalfir,,,25,0,,siege-gang commander
,,"Kasla, the Broken Halo",,,25,0,,kaito shizuki
,,Moira and Teshar,,,25,0,,moat
,,Shalai and Hallar,,,25,0,,"shalai, voice of plenty"
,,Rashmi and Ragavan,,,25,0,,rack and ruin
,,Saint Traft and Rem Karolus,,,25,0,,"sai, master thopterist"
,,Chivalric Alliance,,,25,0,,chill
,,Conjurer's Mantle,,,25,0,,conjurer's bauble
,,Darksteel Splicer,,,25,0,,darksteel citadel
,,Filigree Vector,,,25,0,,filter out
,,Nesting Dovehawk,,,25,0,,nesting grounds
,,Guardian Scalelord,,,25,0,,gush
,,Excise the Imperfect,,,25,0,,exhume
,,Path of the Ghosthunter,,,25,0,,path to exile
,,Deluxe Dragster,,,25,0,,delay
,,Herald of Hoofbeats,,,25,0,,hero of bladehold
,,Wand of the Worldsoul,,,25,0,,wandering fumarole
,,Path of the Enigma,,,25,0,,path to exile
283,36,death-greeter's champion,R,0.989361702128,25,1,0.04,
,,Vulpine Harvester,,,25,0,,v.a.t.s.
,,Schema Thief,,,25,0,,scheming fence
,,Blight Titan,,,25,0,,blightsteel colossus
,,Exsanguinator Cavalry,,,25,0,,exsanguinate
,,Locthwain Lancer,,,25,0,,loaming shaman
,,Path of the Schemer,,,25,0,,path to exile
,,Pain Distributor,,,25,0,,painter's servant
,,Hedron Detonator,,,25,0,,hedron crab
,,Dance with Calamity,,,25,0,,dance of the dead
,,Mirror-Style Master,,,25,0,,mirrorshell crab
,,Uncivil Unrest,,,25,0,,unburial rites
,,Conclave Sledge-Captain,,,25,0,,concealed courtyard
,,Path of the Pyromancer,,,25,0,,path to exile
,,Emergent Woodwurm,,,25,0,,"emeria's call // emeria, shattered skyclave"
,,Path of the Animist,,,25,0,,path to exile
,,Sandsteppe War Riders,,,25,0,,sanctifier en-vec
,,Mistmeadow Vanisher,,,25,0,,mistcutter hydra
,,Wildfire Awakener,,,25,0,,wild growth
,,Flockchaser Phantom,,,25,0,,flooded grove
,,Cutthroat Negotiator,,,25,0,,cut // ribbons
,,Ichor Elixir,,,25,0,,ice-fang coatl
,,Vodalian Wave-Knight,,,25,0,,"vohar, vodalian desecrator"
,,The Caldaia,,,25,0,,the book of exalted deeds
302,,Esper,,0.615026595745,25,0,0.0313,esper panorama
,,"Bitterthorn, Nissa's Animus",,,25,0,,bitter ordeal
,,Enigma Ridges,,,25,0,,enchantress's presence
243.5,,Ketria,GRU,13.214760638298,25,0,0.375,ketria triome
,,Ghirapur,,,25,0,,"ghalta, stampede tyrant"
,,The Great Aerie,,,25,0,,the great henge
,,Littjara,,,25,0,,lithomantic barrage
,,Inys Haen,,,25,0,,incinerate
,,Naktamun,,,25,0,,"nadu, winged wisdom"
,,The Golden City of Orazca,,,25,0,,the gitrog monster
,,The Fertile Lands of Saulvinia,,,25,0,,the book of exalted deeds
,,Megaflora Jungle,,,25,0,,meddling mage
,,Nyx,,,25,0,,"nykthos, shrine to nyx"
,,Paliano,,,25,0,,palinchron
,,New Argive,,,25,0,,necrogen mists
,,The Pit,,,25,0,,the book of exalted deeds
,,Norn's Seedcore,,,25,0,,no more lies
,,Riptide Island,,,25,0,,rip apart
,,Strixhaven,,,25,0,,strix serenade
,,Unyaro,,,25,0,,unburial rites
,,Towashi,,,25,0,,tolaria west
,,Valor's Reach,,,25,0,,valakut awakening // valakut stoneforge
,,The Wilds,,,25,0,,the wandering emperor
,,Ten Wizards Mountain,,,25,0,,tendo ice bridge
,,The Western Cloud,,,25,0,,the wandering emperor
,,Elspeth's Talent,,,25,0,,"elspeth, knight-errant"
,,Teferi's Talent,,,25,0,,teferi's protection
,,Firemane Commando,,,25,0,,fire // ice
,,Liliana's Talent,,,25,0,,liliana of the veil
,,Infernal Sovereign,,,25,0,,infernal tutor
,,Rowan's Talent,,,25,0,,"rowan, scholar of sparks // will, scholar of frost"
,,Vivien's Talent,,,25,0,,vindicate
,,Bloodhill Bastion,,,25,0,,blood artist
,,The Aether Flues,,,25,0,,the book of exalted deeds
,,Chaotic Aether,,,25,0,,chaos defiler
,,Gavony,,,25,0,,gaea's blessing
,,Glimmervoid Basin,,,25,0,,glimmervoid
,,Begin the Invasion,,,25,0,,beast within
,,The Great Forest,,,25,0,,the great henge
,,Grove of the Dreampods,,,25,0,,grove of the burnwillows
350,,Krosa,G,0.216090425532,25,0,0.0313,krosan grip
,,Jund,,,25,0,,judge's familiar
,,Isle of Vesuva,,,25,0,,island of wak-wak
,,Hedron Fields of Agadeem,,,25,0,,hedron crab
,,Panopticon,,,25,0,,pack rat
,,Mutual Epiphany,,,25,0,,mutagenic growth
,,Kharasha Foothills,,,25,0,,khenra spellspear // gitaxian spellstalker
,,Orochi Colony,,,25,0,,oracle of mul daya
,,Reality Shaping,,,25,0,,reality shift
,,Planewide Disaster,,,25,0,,planebound accomplice
249.6,,Sokenzan,R,15.757978723404,25,0,0.4688,"sokenzan, crucible of defiance"
,,Stensia,,,25,0,,steam vents
,,Selesnya Loft Gardens,,,25,0,,selfless spirit
,,Spatial Merging,,,25,0,,spara's headquarters
,,Undercity Reaches,,,25,0,,undercity sewers
,,Truga Jungle,,,25,0,,true-name nemesis
,,Turri Island,,,25,0,,turn the earth
,,Stronghold Furnace,,,25,0,,strangle
,,Spell Swindle,,,32,0,,spell snare
,,Suture Priest,,,32,0,,submerge
,,Chant of Vitu-Ghazi,,,32,0,,chancellor of the spires
,,Root Out,,,32,0,,rootwater thief
,,Flameshadow Conjuring,,,32,0,,flame blitz
,,Weirding Wood,,,32,0,,wear // tear
,,Ghirapur Aether Grid,,,32,0,,"ghalta, stampede tyrant"
,,Fractured Powerstone,,,25,0,,fractured identity
,,Knight of the Last Breath,,,32,0,,knight of the reliquary
,,Orzhov Locket,,,32,0,,oracle of mul daya
,,Skyclave Relic,,,32,0,,skyclave apparition
,,Silverquill Campus,,,32,0,,silverblade paladin
,,Katilda and Lier,,,25,0,,"kataki, war's wage"
,,Goro-Goro and Satoru,,,25,0,,goryo's vengeance
,,Slimefoot and Squee,,,25,0,,slickshot show-off
,,Aerial Boost,,,25,0,,aether channeler
,,Archangel Elspeth,,,25,0,,archive trap
,,Attentive Skywarden,,,25,0,,"atraxa, grand unifier"
,,Angelic Intervention,,,25,0,,angel's grace
,,Bola Slinger,,,25,0,,bolas's citadel
,,Cut Short,,,25,0,,cut // ribbons
,,Alabaster Host Intercessor,,,25,0,,all is dust
,,Alabaster Host Sanctifier,,,25,0,,all is dust
,,Boon-Bringer Valkyrie,,,25,0,,book burning
,,Dusk Legion Duelist,,,25,0,,duelist of the mind
,,Enduring Bondwarden,,,25,0,,endurance
,,Guardian of Ghirapur,,,25,0,,gush
,,Golden-Scale Aeronaut,,,25,0,,goldspan dragon
,,Infected Defector,,,25,0,,infernal tutor
232,29,phyrexian censor,W,1.531914893617,25,1,0.04,
,,Kor Halberd,,,25,0,,kor firewalker
,,Knight of the New Coalition,,,25,0,,knight of the reliquary
,,Kithkin Billyrider,,,25,0,,kitchen finks
,,Knight-Errant of Eos,,,25,0,,knight exemplar
262,33,sunfall,W,1.212765957447,25,1,0.04,
,,Phyrexian Awakening,,,25,0,,phyrexian altar
,,Norn's Inquisitor,,,25,0,,no more lies
211.5,27,surge of salvation,W,3.5,25,2,0.08,
,,Scrollshift,,,25,0,,scroll rack
,,Progenitor Exarch,,,25,0,,progenitus
,,Realmbreaker's Grasp,,,25,0,,"realmbreaker, the invasion tree"
338,43,change the equation,U,1.212765957447,25,3,0.12,
,,Seal from Existence,,,25,0,,seal of cleansing
206,26,chrome host seedshark,U,3.617021276596,25,2,0.08,
,,Sigiled Sentinel,,,25,0,,sigarda's aid
,,Sunder the Gateway,,,25,0,,sundering eruption // volcanic fissure
,,Swordsworn Cavalier,,,25,0,,swords to plowshares
,,Artistic Refusal,,,25,0,,artificer class
,,Zhalfirin Lancer,,,25,0,,"zabaz, the glimmerwasp"
171.5,22,faerie mastermind,U,26.106382978723,25,12,0.48,
,,Astral Wingspan,,,25,0,,ash barrens
,,Assimilate Essence,,,25,0,,assassin's trophy
,,Tiller of Flesh,,,25,0,,tibalt's trickery
,,Expedition Lookout,,,25,0,,expedition map
,,Complete the Circuit,,,25,0,,complicate
,,Corruption of Towashi,,,25,0,,corpse knight
,,Disturbing Conversion,,,25,0,,disenchant
,,Eyes of Gitaxias,,,25,0,,eye of ugin
,,Halo-Charged Skaab,,,25,0,,hall of storm giants
,,Furtive Analyst,,,25,0,,fury
,,Oculus Whelp,,,25,0,,occult epiphany
,,Moment of Truth,,,25,0,,moat
,,Meeting of Minds,,,25,0,,meddling mage
,,Omen Hawker,,,25,0,,omen machine
,,Oracle of Tragedy,,,25,0,,oracle of mul daya
,,Protocol Knight,,,25,0,,professor onyx
,,Preening Champion,,,25,0,,preordain
,,See Double,,,25,0,,seedtime
,,Stasis Field,,,25,0,,stasis
,,Temporal Cleansing,,,25,0,,temporal mastery
,,Saiba Cryptomancer,,,25,0,,"sai, master thopterist"
,,Tidal Terror,,,25,0,,tidehollow sculler
253,32,breach the multiverse,B,1.308510638298,25,1,0.04,
,,Transcendent Message,,,25,0,,transmute artifact
,,Wicked Slumber,,,25,0,,wild growth
,,Thunderhead Squadron,,,25,0,,thundering falls
,,Zephyr Singer,,,25,0,,zealous conscripts
,,Xerex Strobe-Knight,,,25,0,,xander's lounge
,,Zhalfirin Shapecraft,,,25,0,,"zabaz, the glimmerwasp"
,,Bladed Battle-Fan,,,25,0,,blade of the bloodchief
,,Archpriest of Shadows,,,25,0,,archive trap
,,Bloated Processor,,,25,0,,blood artist
,,Collective Nightmare,,,25,0,,collective brutality
,,Corrupted Conviction,,,25,0,,corpse knight
,,Consuming Aetherborn,,,25,0,,consider
,,Dreg Recycler,,,25,0,,dread fugue
,,Deadly Derision,,,25,0,,dead // gone
,,Compleated Huntmaster,,,25,0,,complicate
,,Etched Familiar,,,25,0,,"etali, primal conqueror // etali, primal sickness"
,,Final Flourish,,,25,0,,finale of devastation
,,Etched Host Doombringer,,,25,0,,"etali, primal conqueror // etali, primal sickness"
,,Grafted Butcher,,,25,0,,grafted exoskeleton
,,Failed Conversion,,,25,0,,faithless looting
,,Flitting Guerrilla,,,25,0,,flickerwisp
334,42,nezumi informant,B,0.446808510638,25,1,0.04,
,,Gloomfang Mauler,,,25,0,,gloom
,,Glistening Deluge,,,25,0,,glissa sunslayer
,,Ichor Shade,,,25,0,,ice-fang coatl
,,Gift of Compleation,,,25,0,,gifts ungiven
,,Ichor Drinker,,,25,0,,ice-fang coatl
,,Hoarding Broodlord,,,25,0,,hope of ghirapur
,,Render Inert,,,25,0,,rending volley
,,Mirrodin Avenged,,,25,0,,mirrorshell crab
,,Merciless Repurposing,,,25,0,,merchant scroll
,,Vanquish the Weak,,,32,0,,vandalblast
,,Tenured Oilcaster,,,25,0,,tendo ice bridge
,,Scorn-Blade Berserker,,,25,0,,scab-clan berserker
,,Unseal the Necropolis,,,25,0,,unsubstantiate
,,Akki Scrapchomper,,,25,0,,"akal pakal, first among equals"
,,Traumatic Revelation,,,25,0,,tragic fall
,,Beamtown Beatstick,,,25,0,,beast within
,,Burning Sun's Fury,,,25,0,,burning hands
,,Bloodfeather Phoenix,,,25,0,,blood artist
,,"Chandra, Hope's Beacon",,,25,0,,"chandra, awakened inferno"
,,City on Fire,,,25,0,,city of brass
289.6667,37,lithomantic barrage,R,5.510636170213,25,6,0.24,
,,Coming In Hot,,,25,0,,"comet, stellar pup"
,,Fearless Skald,,,25,0,,feed the swarm
,,Furnace Gremlin,,,25,0,,fury
,,Furnace Reins,,,25,0,,fury
,,Hangar Scrounger,,,25,0,,hangarback walker
,,Into the Fire,,,25,0,,into the flood maw
